Accession	Organism	Kingdom	Sequence length	N-term transmembrane
P35813	Homo sapiens	Metazoa	382	False
Q9Y6X9	Homo sapiens	Metazoa	1032	False
Q13268	Homo sapiens	Metazoa	280	False
Q9Y2S7	Homo sapiens	Metazoa	368	False
O09174	Mus musculus	Metazoa	381	False
P25688	Mus musculus	Metazoa	303	False
Q62651	Rattus norvegicus	Metazoa	327	False
Q8LFT2	Arabidopsis thaliana	Viridiplantae	780	False
P00352	Homo sapiens	Metazoa	501	False
P47897	Homo sapiens	Metazoa	775	False
P52566	Homo sapiens	Metazoa	201	False
P53396	Homo sapiens	Metazoa	1101	False
P55786	Homo sapiens	Metazoa	919	False
P62854	Homo sapiens	Metazoa	115	False
P78417	Homo sapiens	Metazoa	241	False
Q04828	Homo sapiens	Metazoa	323	False
Q13946	Homo sapiens	Metazoa	482	False
Q149M9	Homo sapiens	Metazoa	1564	False
Q6XQN6	Homo sapiens	Metazoa	538	False
Q86TX2	Homo sapiens	Metazoa	421	False
Q8NBF2	Homo sapiens	Metazoa	726	False
Q96DG6	Homo sapiens	Metazoa	245	False
Q9NUS5	Homo sapiens	Metazoa	200	False
Q9UPZ3	Homo sapiens	Metazoa	1129	False
Q9Y3U8	Homo sapiens	Metazoa	105	False
Q9Y572	Homo sapiens	Metazoa	518	False
P09874	Homo sapiens	Metazoa	1014	False
Q96K12	Homo sapiens	Metazoa	515	False
Q9ULZ3	Homo sapiens	Metazoa	195	False
O75381	Homo sapiens	Metazoa	377	False
P28328	Homo sapiens	Metazoa	305	True
Q9UBJ2	Homo sapiens	Metazoa	740	False
O00623	Homo sapiens	Metazoa	359	True
O15228	Homo sapiens	Metazoa	680	False
O60683	Homo sapiens	Metazoa	326	True
P28288	Homo sapiens	Metazoa	659	True
O00463	Homo sapiens	Metazoa	557	False
O43314	Homo sapiens	Metazoa	1243	False
O43739	Homo sapiens	Metazoa	400	False
O75688	Homo sapiens	Metazoa	479	False
O95396	Homo sapiens	Metazoa	460	False
O96033	Homo sapiens	Metazoa	88	False
P00966	Homo sapiens	Metazoa	412	False
P0CG30	Homo sapiens	Metazoa	244	False
P23743	Homo sapiens	Metazoa	735	False
P24386	Homo sapiens	Metazoa	653	False
P35228	Homo sapiens	Metazoa	1153	False
P46778	Homo sapiens	Metazoa	160	False
P49207	Homo sapiens	Metazoa	117	False
P49902	Homo sapiens	Metazoa	561	False
P53004	Homo sapiens	Metazoa	296	False
Q16222	Homo sapiens	Metazoa	522	False
Q5GLZ8	Homo sapiens	Metazoa	1057	False
Q6AWC2	Homo sapiens	Metazoa	1192	False
Q6NVU6	Homo sapiens	Metazoa	218	False
Q6PD74	Homo sapiens	Metazoa	315	False
Q8IWZ4	Homo sapiens	Metazoa	224	False
Q8N3V7	Homo sapiens	Metazoa	929	False
Q969X0	Homo sapiens	Metazoa	211	False
Q96MI9	Homo sapiens	Metazoa	1112	False
P50091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288	False
Q8LF36	Arabidopsis thaliana	Viridiplantae	492	False
Q8N3C0	Homo sapiens	Metazoa	2202	False
A4D126	Homo sapiens	Metazoa	451	False
A6NHX0	Homo sapiens	Metazoa	329	False
O00764	Homo sapiens	Metazoa	312	False
P18283	Homo sapiens	Metazoa	190	False
P21399	Homo sapiens	Metazoa	889	False
P49888	Homo sapiens	Metazoa	294	False
P49915	Homo sapiens	Metazoa	693	False
P54136	Homo sapiens	Metazoa	660	False
P61353	Homo sapiens	Metazoa	136	False
P62273	Homo sapiens	Metazoa	56	False
P62942	Homo sapiens	Metazoa	108	False
P84074	Homo sapiens	Metazoa	193	False
Q05084	Homo sapiens	Metazoa	483	False
Q13155	Homo sapiens	Metazoa	320	False
Q14032	Homo sapiens	Metazoa	418	False
Q16719	Homo sapiens	Metazoa	465	False
Q86UK7	Homo sapiens	Metazoa	904	False
Q8TAC2	Homo sapiens	Metazoa	188	False
Q8WYK0	Homo sapiens	Metazoa	555	False
Q96BD6	Homo sapiens	Metazoa	273	False
Q9BUX1	Homo sapiens	Metazoa	222	False
Q9HCR9	Homo sapiens	Metazoa	933	False
Q9NQW7	Homo sapiens	Metazoa	623	False
Q9NY33	Homo sapiens	Metazoa	737	False
Q9ULE0	Homo sapiens	Metazoa	1216	False
Q9ULP0	Homo sapiens	Metazoa	352	False
Q9UQN3	Homo sapiens	Metazoa	213	False
O00204	Homo sapiens	Metazoa	365	False
P19367	Homo sapiens	Metazoa	917	False
P52789	Homo sapiens	Metazoa	917	False
P41921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483	False
Q92968	Homo sapiens	Metazoa	403	False
P31327	Homo sapiens	Metazoa	1500	False
Q9NSK7	Homo sapiens	Metazoa	141	True
Q13608	Homo sapiens	Metazoa	980	False
P49758	Homo sapiens	Metazoa	472	False
O60524	Homo sapiens	Metazoa	1076	False
O94822	Homo sapiens	Metazoa	1766	False
O96007	Homo sapiens	Metazoa	188	False
P14868	Homo sapiens	Metazoa	501	False
P22061	Homo sapiens	Metazoa	227	False
P26374	Homo sapiens	Metazoa	656	False
P63220	Homo sapiens	Metazoa	83	False
Q02878	Homo sapiens	Metazoa	288	False
Q07020	Homo sapiens	Metazoa	188	False
Q14432	Homo sapiens	Metazoa	1141	True
Q15126	Homo sapiens	Metazoa	192	False
Q16773	Homo sapiens	Metazoa	422	False
Q92615	Homo sapiens	Metazoa	738	False
Q96G03	Homo sapiens	Metazoa	612	False
Q9BRS2	Homo sapiens	Metazoa	568	False
Q9H0F6	Homo sapiens	Metazoa	387	False
Q9H0R1	Homo sapiens	Metazoa	490	False
Q9H227	Homo sapiens	Metazoa	469	False
Q9H9E3	Homo sapiens	Metazoa	785	False
Q9NX09	Homo sapiens	Metazoa	232	False
Q9UBB6	Homo sapiens	Metazoa	729	False
Q9Y233	Homo sapiens	Metazoa	1055	False
Q9Y3R4	Homo sapiens	Metazoa	380	False
Q9NP80	Homo sapiens	Metazoa	782	False
P04049	Homo sapiens	Metazoa	648	False
Q15714	Homo sapiens	Metazoa	1073	False
Q8GW43	Arabidopsis thaliana	Viridiplantae	476	False
Q9FWA3	Arabidopsis thaliana	Viridiplantae	486	False
Q96MP8	Homo sapiens	Metazoa	289	False
Q96D53	Homo sapiens	Metazoa	544	False
Q9NZ56	Homo sapiens	Metazoa	1722	False
Q9BXM7	Homo sapiens	Metazoa	581	False
O00750	Homo sapiens	Metazoa	1634	False
Q7RTR0	Homo sapiens	Metazoa	991	False
Q01105	Homo sapiens	Metazoa	290	False
Q63276	Rattus norvegicus	Metazoa	420	False
Q96BY2	Homo sapiens	Metazoa	351	False
O75368	Homo sapiens	Metazoa	114	False
Q9BYG8	Homo sapiens	Metazoa	508	False
P21980	Homo sapiens	Metazoa	687	False
O60291	Homo sapiens	Metazoa	552	False
O15294	Homo sapiens	Metazoa	1046	False
Q9NPP4	Homo sapiens	Metazoa	1024	False
O04951	Arabidopsis thaliana	Viridiplantae	307	False
P41562	Rattus norvegicus	Metazoa	414	False
P50101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1230	False
O00186	Homo sapiens	Metazoa	592	False
Q6PFW1	Homo sapiens	Metazoa	1433	False
Q6ZT62	Homo sapiens	Metazoa	677	False
Q86TV6	Homo sapiens	Metazoa	843	False
Q8TCU6	Homo sapiens	Metazoa	1659	False
Q9BYI3	Homo sapiens	Metazoa	521	False
Q8N884	Homo sapiens	Metazoa	522	False
Q9Y4P1	Homo sapiens	Metazoa	393	False
O60443	Homo sapiens	Metazoa	496	False
Q8N2Y8	Homo sapiens	Metazoa	1516	False
Q9BZ67	Homo sapiens	Metazoa	464	False
Q969K3	Homo sapiens	Metazoa	372	False
Q01082	Homo sapiens	Metazoa	2364	False
P05230	Homo sapiens	Metazoa	155	False
P14735	Homo sapiens	Metazoa	1019	False
P49619	Homo sapiens	Metazoa	791	False
P59044	Homo sapiens	Metazoa	892	False
Q96JJ3	Homo sapiens	Metazoa	720	False
Q9NZ09	Homo sapiens	Metazoa	502	False
O95571	Homo sapiens	Metazoa	254	False
Q96LW4	Homo sapiens	Metazoa	560	False
O43808	Homo sapiens	Metazoa	307	True
Q86W56	Homo sapiens	Metazoa	976	False
Q99497	Homo sapiens	Metazoa	189	False
Q9Y3D6	Homo sapiens	Metazoa	152	False
P46379	Homo sapiens	Metazoa	1132	False
Q96CM3	Homo sapiens	Metazoa	377	False
O43504	Homo sapiens	Metazoa	91	False
P07814	Homo sapiens	Metazoa	1512	False
Q4ADV7	Homo sapiens	Metazoa	1423	False
O43524	Homo sapiens	Metazoa	673	False
O43865	Homo sapiens	Metazoa	530	False
Q13574	Homo sapiens	Metazoa	928	False
Q9H6R0	Homo sapiens	Metazoa	707	False
Q66K74	Homo sapiens	Metazoa	1059	False
Q9GZV1	Homo sapiens	Metazoa	360	False
Q7LBR1	Homo sapiens	Metazoa	199	False
Q969Q5	Homo sapiens	Metazoa	203	False
P38646	Homo sapiens	Metazoa	679	False
O95831	Homo sapiens	Metazoa	613	False
Q92546	Homo sapiens	Metazoa	391	False
Q9NZZ3	Homo sapiens	Metazoa	219	False
Q07820	Homo sapiens	Metazoa	350	False
P15104	Homo sapiens	Metazoa	373	False
Q8TC71	Homo sapiens	Metazoa	538	False
Q05315	Homo sapiens	Metazoa	142	False
P18054	Homo sapiens	Metazoa	663	False
Q14116	Homo sapiens	Metazoa	193	False
P41220	Homo sapiens	Metazoa	211	False
Q14154	Homo sapiens	Metazoa	515	False
P19484	Homo sapiens	Metazoa	476	False
P19532	Homo sapiens	Metazoa	575	False
Q13283	Homo sapiens	Metazoa	466	False
Q96PU8	Homo sapiens	Metazoa	341	False
Q9UH77	Homo sapiens	Metazoa	587	False
A6NK58	Homo sapiens	Metazoa	231	False
O43716	Homo sapiens	Metazoa	136	False
O43837	Homo sapiens	Metazoa	385	False
O75127	Homo sapiens	Metazoa	700	False
P13995	Homo sapiens	Metazoa	350	False
P23378	Homo sapiens	Metazoa	1020	False
P23434	Homo sapiens	Metazoa	173	False
P43304	Homo sapiens	Metazoa	727	False
P82930	Homo sapiens	Metazoa	218	False
P83111	Homo sapiens	Metazoa	547	False
P86397	Homo sapiens	Metazoa	168	False
Q14249	Homo sapiens	Metazoa	297	False
Q16540	Homo sapiens	Metazoa	153	False
Q49AM1	Homo sapiens	Metazoa	385	False
Q4G0N4	Homo sapiens	Metazoa	442	False
Q4G176	Homo sapiens	Metazoa	576	False
Q5EBM0	Homo sapiens	Metazoa	449	False
Q5T440	Homo sapiens	Metazoa	356	False
Q68CK6	Homo sapiens	Metazoa	577	False
Q86U28	Homo sapiens	Metazoa	154	False
Q8TB37	Homo sapiens	Metazoa	319	False
Q969P6	Homo sapiens	Metazoa	601	False
Q96HY7	Homo sapiens	Metazoa	919	False
Q96IR7	Homo sapiens	Metazoa	371	False
Q99757	Homo sapiens	Metazoa	166	False
Q9BRQ6	Homo sapiens	Metazoa	235	False
Q9BVL4	Homo sapiens	Metazoa	669	False
Q9BW91	Homo sapiens	Metazoa	350	False
Q9BX68	Homo sapiens	Metazoa	163	False
Q9H0U6	Homo sapiens	Metazoa	180	False
Q9H3H1	Homo sapiens	Metazoa	467	False
Q9H3J6	Homo sapiens	Metazoa	166	False
Q9H9J2	Homo sapiens	Metazoa	332	False
Q9H9P8	Homo sapiens	Metazoa	463	False
Q9NPB1	Homo sapiens	Metazoa	228	False
Q9UKU7	Homo sapiens	Metazoa	415	False
Q9Y375	Homo sapiens	Metazoa	327	False
Q9Y399	Homo sapiens	Metazoa	296	False
Q9Y3B7	Homo sapiens	Metazoa	192	False
O00142	Homo sapiens	Metazoa	265	False
O15091	Homo sapiens	Metazoa	583	False
O75570	Homo sapiens	Metazoa	445	False
P24752	Homo sapiens	Metazoa	427	False
P31937	Homo sapiens	Metazoa	336	False
P46199	Homo sapiens	Metazoa	727	False
P49753	Homo sapiens	Metazoa	483	False
P82650	Homo sapiens	Metazoa	360	False
Q16698	Homo sapiens	Metazoa	335	False
Q53R41	Homo sapiens	Metazoa	847	False
Q86TS9	Homo sapiens	Metazoa	123	False
Q86TW2	Homo sapiens	Metazoa	530	False
Q8IVS2	Homo sapiens	Metazoa	390	False
Q8N183	Homo sapiens	Metazoa	169	False
Q8N573	Homo sapiens	Metazoa	874	False
Q92665	Homo sapiens	Metazoa	395	False
Q96DV4	Homo sapiens	Metazoa	380	False
Q96EY7	Homo sapiens	Metazoa	689	False
Q96I23	Homo sapiens	Metazoa	114	False
Q96NN9	Homo sapiens	Metazoa	605	False
Q96T66	Homo sapiens	Metazoa	252	False
Q99551	Homo sapiens	Metazoa	399	False
Q9BXH1	Homo sapiens	Metazoa	193	False
Q9BYV1	Homo sapiens	Metazoa	514	False
Q9H0R6	Homo sapiens	Metazoa	528	False
Q9HBH1	Homo sapiens	Metazoa	243	False
Q9NQ50	Homo sapiens	Metazoa	206	False
Q9NUQ9	Homo sapiens	Metazoa	324	False
Q9NWU1	Homo sapiens	Metazoa	459	False
Q9NYK5	Homo sapiens	Metazoa	338	False
Q9P032	Homo sapiens	Metazoa	175	False
Q9P0J1	Homo sapiens	Metazoa	537	False
Q9P2R7	Homo sapiens	Metazoa	463	False
Q9Y2R9	Homo sapiens	Metazoa	242	False
Q9Y6G3	Homo sapiens	Metazoa	142	False
O14561	Homo sapiens	Metazoa	156	False
O43521	Homo sapiens	Metazoa	198	False
O75648	Homo sapiens	Metazoa	421	False
O75879	Homo sapiens	Metazoa	557	False
P0C7P0	Homo sapiens	Metazoa	127	False
P22570	Homo sapiens	Metazoa	491	False
P32322	Homo sapiens	Metazoa	319	False
P50213	Homo sapiens	Metazoa	366	False
P82673	Homo sapiens	Metazoa	323	False
P82932	Homo sapiens	Metazoa	125	False
Q13794	Homo sapiens	Metazoa	54	False
Q53FZ2	Homo sapiens	Metazoa	586	False
Q53S33	Homo sapiens	Metazoa	107	False
Q68DD2	Homo sapiens	Metazoa	849	False
Q6UB28	Homo sapiens	Metazoa	335	False
Q6UB35	Homo sapiens	Metazoa	978	False
Q7L3V2	Homo sapiens	Metazoa	364	False
Q7Z7H8	Homo sapiens	Metazoa	261	False
Q8IXM3	Homo sapiens	Metazoa	137	False
Q8N4E7	Homo sapiens	Metazoa	242	False
Q96EL3	Homo sapiens	Metazoa	112	False
Q9BQP7	Homo sapiens	Metazoa	344	False
Q9BSH4	Homo sapiens	Metazoa	297	False
Q9BYC8	Homo sapiens	Metazoa	188	False
Q9HAC7	Homo sapiens	Metazoa	438	False
Q9NRX2	Homo sapiens	Metazoa	175	False
Q9NWU5	Homo sapiens	Metazoa	206	False
Q9NZE8	Homo sapiens	Metazoa	188	False
Q9UI32	Homo sapiens	Metazoa	602	False
Q9Y3D3	Homo sapiens	Metazoa	137	False
Q9Y3E2	Homo sapiens	Metazoa	137	False
P35790	Homo sapiens	Metazoa	457	False
Q63HN8	Homo sapiens	Metazoa	5207	False
Q9HB07	Homo sapiens	Metazoa	376	False
P61224	Homo sapiens	Metazoa	184	False
Q14156	Homo sapiens	Metazoa	821	False
Q9Y2G0	Homo sapiens	Metazoa	817	False
Q9Y6H1	Homo sapiens	Metazoa	151	False
Q96MT3	Homo sapiens	Metazoa	831	False
Q9NX47	Homo sapiens	Metazoa	278	False
Q9H299	Homo sapiens	Metazoa	93	False
O00763	Homo sapiens	Metazoa	2458	False
O60333	Homo sapiens	Metazoa	1816	False
O60783	Homo sapiens	Metazoa	128	False
P42765	Homo sapiens	Metazoa	397	False
P43897	Homo sapiens	Metazoa	325	False
P51398	Homo sapiens	Metazoa	398	False
P56134	Homo sapiens	Metazoa	94	True
P59942	Homo sapiens	Metazoa	119	False
Q13405	Homo sapiens	Metazoa	166	False
Q16822	Homo sapiens	Metazoa	640	False
Q3SXM5	Homo sapiens	Metazoa	330	False
Q5SXM8	Homo sapiens	Metazoa	178	False
Q5T2R2	Homo sapiens	Metazoa	415	False
Q6IB77	Homo sapiens	Metazoa	296	False
Q6P4F2	Homo sapiens	Metazoa	183	False
Q7L5Y1	Homo sapiens	Metazoa	443	False
Q7Z695	Homo sapiens	Metazoa	626	False
Q86YH6	Homo sapiens	Metazoa	399	False
Q8TDB4	Homo sapiens	Metazoa	240	True
Q96DX5	Homo sapiens	Metazoa	294	False
Q96E29	Homo sapiens	Metazoa	417	False
Q96I59	Homo sapiens	Metazoa	477	False
Q96SZ6	Homo sapiens	Metazoa	601	False
Q96T21	Homo sapiens	Metazoa	854	False
Q9H825	Homo sapiens	Metazoa	291	False
Q9NNW7	Homo sapiens	Metazoa	524	False
Q9NUJ1	Homo sapiens	Metazoa	306	False
Q9NWQ9	Homo sapiens	Metazoa	140	False
Q9NWS8	Homo sapiens	Metazoa	449	False
Q9UDR5	Homo sapiens	Metazoa	926	False
Q9UI17	Homo sapiens	Metazoa	866	False
Q9UII2	Homo sapiens	Metazoa	106	False
Q9UK39	Homo sapiens	Metazoa	431	False
Q9Y3D2	Homo sapiens	Metazoa	182	False
Q9Y3D9	Homo sapiens	Metazoa	190	False
